u(cm),v(cm)
0.0,0.0
-0.9625789132436569,0.10038277043926594
0.3987998437792571,0.6214756351778792
0.6906527528403835,0.4823268601316959
-0.5532683915065771,0.22083647663078523
-1.2177611695324835,-0.3479774776935916
-0.37754832585181364,0.09773846204418013
0.1705048222378616,0.0318979831174906
0.11149619977811183,-0.36265486763299193
-0.5149566313388164,0.13235402034688742
-0.8635298955421895,0.06574355475821093
-0.5340819997489453,-0.017653393629664775
0.0728989972776564,-0.11196506140491164
-0.20044961317002097,0.36815466174635697
-0.6640587894354355,-0.36980515873296693
-0.4056060611344028,-0.18131197496266527
-0.00688956099097096,-0.2154681691048159
-0.04757588353872284,-0.419061051546342
-0.4313095590186052,0.1392426534920497
-0.898566516588696,0.5161219406009397
-1.466288349364969,0.050107048598933036
-1.3046122464193879,0.02123514970690547
-0.716876511157067,-0.6376035407453098
-0.1274111377620879,-0.41156827882499525
0.876511648179286,0.07909254457924772
0.9569212587804281,0.4947541385251521
0.7030776528069241,-0.2641801417800175
-0.14006882179718774,-0.1442158637392885
-1.4067553250860763,0.38629498766667464
-1.4777338747138327,0.2466955052491447
-1.2130815945101734,0.08077796276261903
-0.4177484164050971,-0.6531733034507118
0.29041746581405065,0.4235369146474722
-0.7857252902109176,0.5918881536927074
-0.7268519811950286,0.0400676812555925
-0.1912467763508374,-0.025722850829632743
-0.5329646074351093,0.9647997503106229
0.7610141489696266,-0.9498877911379732
0.8677379753152755,-0.9218109867745503
